Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core,Jurisdiction_State
2017-2018,Tas,Hazardous wastes,Other disposal,Disposal,108.2122875,Core waste,Tasmania
2017-2018,Tas,Hazardous wastes,Recycling,Recycling,165754.079,Core waste,Tasmania
2017-2018,Tas,Hazardous wastes,Treatment,Disposal,5946.15666,Core waste,Tasmania
2017-2018,Tas,Hazardous wastes,Treatment,Energy recovery,15.435071,Core waste,Tasmania
2017-2018,Tas,Hazardous wastes,Treatment,Recycling,45932.52282,Core waste,Tasmania
2017-2018,Tas,Metals,Landfill,Disposal,15267,Core waste,Tasmania
2017-2018,Tas,Metals,Recycling,Recycling,8646,Core waste,Tasmania
2017-2018,Tas,Organics,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2017-2018,Tas,Organics,Landfill,Disposal,159854,Core waste,Tasmania
2017-2018,Tas,Organics,Landfill,Energy recovery,33896,Core waste,Tasmania
2017-2018,Tas,Organics,Recycling,Recycling,13147,Core waste,Tasmania
2017-2018,Tas,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2017-2018,Tas,Paper & cardboard,Landfill,Disposal,51476,Core waste,Tasmania
2017-2018,Tas,Paper & cardboard,Landfill,Energy recovery,8216,Core waste,Tasmania
2017-2018,Tas,Paper & cardboard,Recycling,Recycling,49843,Core waste,Tasmania
2017-2018,Tas,Plastics,Landfill,Disposal,71319,Core waste,Tasmania
2017-2018,Tas,Plastics,Recycling,Recycling,2761,Core waste,Tasmania
2017-2018,Tas,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2017-2018,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,18640,Core waste,Tasmania
2017-2018,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,3046,Core waste,Tasmania
2017-2018,Tas,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,324,Core waste,Tasmania
2017-2018,Tas,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2017-2018,Tas,Unclassified materials,Landfill,Energy recovery,0,Core waste,Tasmania
2017-2018,Vic,Ash,Other disposal,Long-term storage,864648.3155,Non-core waste,Victoria
2017-2018,Vic,Ash,Recycling,Recycling,0,Non-core waste,Victoria
2017-2018,Vic,Biosolids,Other disposal,Disposal,15221.90476,Core waste,Victoria
2017-2018,Vic,Biosolids,Recycling,Recycling,482301.9048,Core waste,Victoria
2017-2018,Vic,Building and demolition materials,Landfill,Disposal,1088562,Core waste,Victoria
2017-2018,Vic,Building and demolition materials,Recycling,Recycling,5507209,Core waste,Victoria
2017-2018,Vic,Glass,Landfill,Disposal,95359,Core waste,Victoria
2017-2018,Vic,Glass,Recycling,Recycling,229997,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Energy from waste facility,Energy recovery,48800.40956,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Landfill,Disposal,882034.2985,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Other disposal,Disposal,5973.581829,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Recycling,Recycling,335098.3099,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Treatment,Disposal,83169.41649,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Treatment,Energy recovery,4080.236778,Core waste,Victoria
2017-2018,Vic,Hazardous wastes,Treatment,Recycling,141170.0927,Core waste,Victoria
2017-2018,Vic,Metals,Landfill,Disposal,149139,Core waste,Victoria
2017-2018,Vic,Metals,Recycling,Recycling,1455579,Core waste,Victoria
2017-2018,Vic,Organics,Anaerobic digestion,Recycling,18000,Core waste,Victoria
2017-2018,Vic,Organics,Energy from waste facility,Energy recovery,43000,Core waste,Victoria
2017-2018,Vic,Organics,Landfill,Disposal,1330109,Core waste,Victoria
2017-2018,Vic,Organics,Landfill,Energy recovery,481683,Core waste,Victoria
2017-2018,Vic,Organics,Recycling,Recycling,1070205,Core waste,Victoria
2017-2018,Vic,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Victoria
2017-2018,Vic,Paper & cardboard,Landfill,Disposal,462229,Core waste,Victoria
2017-2018,Vic,Paper & cardboard,Landfill,Energy recovery,129698,Core waste,Victoria
2017-2018,Vic,Paper & cardboard,Recycling,Recycling,1481017,Core waste,Victoria
2017-2018,Vic,Plastics,Landfill,Disposal,517049,Core waste,Victoria
2017-2018,Vic,Plastics,Recycling,Recycling,137167,Core waste,Victoria
2017-2018,Vic,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,5000,Core waste,Victoria
2017-2018,Vic,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,158504,Core waste,Victoria
2017-2018,Vic,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,45644,Core waste,Victoria
2017-2018,Vic,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,22315,Core waste,Victoria
2017-2018,Vic,Unclassified materials,Landfill,Disposal,0,Core waste,Victoria
2017-2018,WA,Ash,Other disposal,Long-term storage,224529.1322,Non-core waste,Western Australia
2017-2018,WA,Ash,Recycling,Recycling,880838.8791,Non-core waste,Western Australia
2017-2018,WA,Biosolids,Other disposal,Disposal,33035.25604,Core waste,Western Australia
2017-2018,WA,Biosolids,Recycling,Recycling,108166.9037,Core waste,Western Australia
2017-2018,WA,Building and demolition materials,Landfill,Disposal,444088,Core waste,Western Australia
2017-2018,WA,Building and demolition materials,Recycling,Recycling,994788,Core waste,Western Australia
2017-2018,WA,Glass,Landfill,Disposal,69351,Core waste,Western Australia
2017-2018,WA,Glass,Recycling,Recycling,45814,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Energy from waste facility,Energy recovery,15638.70225,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Landfill,Disposal,249017.1127,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Other disposal,Disposal,3327.173483,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Recycling,Recycling,351969.3002,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Treatment,Disposal,78824.96422,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Treatment,Energy recovery,11837.38698,Core waste,Western Australia
2017-2018,WA,Hazardous wastes,Treatment,Recycling,76318.31814,Core waste,Western Australia
2017-2018,WA,Metals,Landfill,Disposal,71491,Core waste,Western Australia
2017-2018,WA,Metals,Recycling,Recycling,670799,Core waste,Western Australia
2017-2018,WA,Organics,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2017-2018,WA,Organics,Landfill,Disposal,760328,Core waste,Western Australia
2017-2018,WA,Organics,Landfill,Energy recovery,157769,Core waste,Western Australia
2017-2018,WA,Organics,Recycling,Recycling,350970,Core waste,Western Australia
2017-2018,WA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2017-2018,WA,Paper & cardboard,Landfill,Disposal,232029,Core waste,Western Australia
2017-2018,WA,Paper & cardboard,Landfill,Energy recovery,33861,Core waste,Western Australia
2017-2018,WA,Paper & cardboard,Recycling,Recycling,251112,Core waste,Western Australia
2017-2018,WA,Plastics,Landfill,Disposal,309949,Core waste,Western Australia
2017-2018,WA,Plastics,Recycling,Recycling,17120,Core waste,Western Australia
2017-2018,WA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2017-2018,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,74021,Core waste,Western Australia
2017-2018,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,10736,Core waste,Western Australia
2017-2018,WA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,5834,Core waste,Western Australia
2017-2018,WA,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2017-2018,WA,Unclassified materials,Landfill,Energy recovery,0,Core waste,Western Australia
2016-2017,ACT,Biosolids,Other disposal,Disposal,93428.57143,Core waste,Australian Capital Territory
2016-2017,ACT,Biosolids,Recycling,Recycling,0,Core waste,Australian Capital Territory
2016-2017,ACT,Building and demolition materials,Landfill,Disposal,38346,Core waste,Australian Capital Territory
2016-2017,ACT,Building and demolition materials,Recycling,Recycling,108999,Core waste,Australian Capital Territory
2016-2017,ACT,Glass,Landfill,Disposal,6539,Core waste,Australian Capital Territory
2016-2017,ACT,Glass,Recycling,Recycling,14122,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Energy from waste facility,Energy recovery,1082.505451,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Landfill,Disposal,210786.6622,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Other disposal,Disposal,109.5610995,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Recycling,Recycling,6768.800072,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Treatment,Disposal,922.2623279,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Treatment,Energy recovery,66.29479163,Core waste,Australian Capital Territory
2016-2017,ACT,Hazardous wastes,Treatment,Recycling,924.9579879,Core waste,Australian Capital Territory
2016-2017,ACT,Metals,Landfill,Disposal,6926,Core waste,Australian Capital Territory
2016-2017,ACT,Metals,Recycling,Recycling,23114,Core waste,Australian Capital Territory
2016-2017,ACT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2016-2017,ACT,Organics,Landfill,Disposal,98950,Core waste,Australian Capital Territory
2016-2017,ACT,Organics,Landfill,Energy recovery,24389,Core waste,Australian Capital Territory
2016-2017,ACT,Organics,Recycling,Recycling,264295,Core waste,Australian Capital Territory
2016-2017,ACT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2016-2017,ACT,Paper & cardboard,Landfill,Disposal,28748,Core waste,Australian Capital Territory
2016-2017,ACT,Paper & cardboard,Landfill,Energy recovery,7315,Core waste,Australian Capital Territory
2016-2017,ACT,Paper & cardboard,Recycling,Recycling,29106,Core waste,Australian Capital Territory
2016-2017,ACT,Plastics,Landfill,Disposal,24223,Core waste,Australian Capital Territory
2016-2017,ACT,Plastics,Recycling,Recycling,1900,Core waste,Australian Capital Territory
2016-2017,ACT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2016-2017,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,11013,Core waste,Australian Capital Territory
2016-2017,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,2874,Core waste,Australian Capital Territory
2016-2017,ACT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,173,Core waste,Australian Capital Territory
2016-2017,ACT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2016-2017,ACT,Unclassified materials,Landfill,Disposal,13410,Core waste,Australian Capital Territory
2016-2017,ACT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Australian Capital Territory
2016-2017,ACT,Unclassified materials,Recycling,Recycling,15482,Core waste,Australian Capital Territory
2016-2017,NSW,Ash,Other disposal,Long-term storage,1230417.657,Non-core waste,New South Wales
2016-2017,NSW,Ash,Recycling,Recycling,4397974.12,Non-core waste,New South Wales
2016-2017,NSW,Biosolids,Other disposal,Disposal,18685.71429,Core waste,New South Wales
2016-2017,NSW,Biosolids,Recycling,Recycling,286514.2857,Core waste,New South Wales
2016-2017,NSW,Building and demolition materials,Landfill,Disposal,1527175,Core waste,New South Wales
2016-2017,NSW,Building and demolition materials,Recycling,Recycling,7151764,Core waste,New South Wales
2016-2017,NSW,Glass,Landfill,Disposal,136919,Core waste,New South Wales
2016-2017,NSW,Glass,Recycling,Recycling,231649,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Energy from waste facility,Energy recovery,30980.85007,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Landfill,Disposal,1162235.108,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Other disposal,Disposal,2995.388848,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Recycling,Recycling,205563.9825,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Treatment,Disposal,139647.9338,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Treatment,Energy recovery,10572.87679,Core waste,New South Wales
2016-2017,NSW,Hazardous wastes,Treatment,Recycling,160900.3485,Core waste,New South Wales
2016-2017,NSW,Metals,Landfill,Disposal,171989,Core waste,New South Wales
2016-2017,NSW,Metals,Recycling,Recycling,1715463,Core waste,New South Wales
2016-2017,NSW,Organics,Anaerobic digestion,Recycling,50000,Core waste,New South Wales
2016-2017,NSW,Organics,Energy from waste facility,Energy recovery,50000,Core waste,New South Wales
2016-2017,NSW,Organics,Landfill,Disposal,1472355,Core waste,New South Wales
2016-2017,NSW,Organics,Landfill,Energy recovery,491377,Core waste,New South Wales
2016-2017,NSW,Organics,Recycling,Recycling,1566091,Core waste,New South Wales
2016-2017,NSW,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2016-2017,NSW,Paper & cardboard,Landfill,Disposal,691054,Core waste,New South Wales
2016-2017,NSW,Paper & cardboard,Landfill,Energy recovery,186324,Core waste,New South Wales
2016-2017,NSW,Paper & cardboard,Recycling,Recycling,1117846,Core waste,New South Wales
2016-2017,NSW,Plastics,Landfill,Disposal,732853,Core waste,New South Wales
2016-2017,NSW,Plastics,Recycling,Recycling,88100,Core waste,New South Wales
2016-2017,NSW,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2016-2017,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,197829,Core waste,New South Wales
2016-2017,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,54729,Core waste,New South Wales
2016-2017,NSW,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,1545,Core waste,New South Wales
2016-2017,NSW,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2016-2017,NSW,Unclassified materials,Landfill,Disposal,293491,Core waste,New South Wales
2016-2017,NSW,Unclassified materials,Landfill,Energy recovery,0,Core waste,New South Wales
2016-2017,NSW,Unclassified materials,Recycling,Recycling,8659,Core waste,New South Wales
2016-2017,NT,Biosolids,Other disposal,Disposal,5605.714286,Core waste,Northern Territory
2016-2017,NT,Biosolids,Recycling,Recycling,22422.85714,Core waste,Northern Territory
2016-2017,NT,Building and demolition materials,Landfill,Disposal,116307,Core waste,Northern Territory
2016-2017,NT,Building and demolition materials,Recycling,Recycling,4131,Core waste,Northern Territory
2016-2017,NT,Glass,Landfill,Disposal,8373,Core waste,Northern Territory
2016-2017,NT,Glass,Recycling,Recycling,5740,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Energy from waste facility,Energy recovery,1407.929197,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Landfill,Disposal,16991.037,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Other disposal,Disposal,98.22233845,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Recycling,Recycling,8550.990498,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Treatment,Disposal,1019.825913,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Treatment,Energy recovery,150.5893969,Core waste,Northern Territory
2016-2017,NT,Hazardous wastes,Treatment,Recycling,1912.507156,Core waste,Northern Territory
2016-2017,NT,Metals,Landfill,Disposal,11882,Core waste,Northern Territory
2016-2017,NT,Metals,Recycling,Recycling,671,Core waste,Northern Territory
2016-2017,NT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2016-2017,NT,Organics,Landfill,Disposal,91245,Core waste,Northern Territory
2016-2017,NT,Organics,Landfill,Energy recovery,10256,Core waste,Northern Territory
2016-2017,NT,Organics,Recycling,Recycling,0,Core waste,Northern Territory
2016-2017,NT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2016-2017,NT,Paper & cardboard,Landfill,Disposal,25617,Core waste,Northern Territory
2016-2017,NT,Paper & cardboard,Landfill,Energy recovery,2206,Core waste,Northern Territory
2016-2017,NT,Paper & cardboard,Recycling,Recycling,120,Core waste,Northern Territory
2016-2017,NT,Plastics,Landfill,Disposal,33872,Core waste,Northern Territory
2016-2017,NT,Plastics,Recycling,Recycling,594,Core waste,Northern Territory
2016-2017,NT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
